@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute class {1 2 }
@data
0.002506,0.000059,0.002412,0.000062,0.002431,0.000073,0.006269,0.002041,0.002143,0.000550,0.003097,0.002131,0.053184,3.043750,0.088274,1.692344,0.478442,10.306250,3.612461,2.042155,3.241512,1.204336,1.415897,-0.045662,0.375963,0.004035,0.001108,389.000000,0.473411,0.974937,0.735350,1.000000,72.183766,0.912704,23.784247,20.950161,51.771367,1
0.005248,0.001680,0.008336,0.003258,0.007183,0.003205,0.004949,0.000837,0.002321,0.000427,0.003250,0.001431,0.203270,1.180539,0.336050,0.674618,0.741268,3.368113,2.305290,1.575284,2.050369,0.795936,1.054432,-0.099153,0.450260,0.012325,0.027974,949.000000,0.584582,0.981386,0.827376,1.000000,114.083260,0.900434,38.914898,31.573014,18.386729,1
0.002453,0.000055,0.002442,0.000067,0.002445,0.000064,0.005235,0.000919,0.002257,0.000470,0.003220,0.001582,0.054947,3.148844,-0.054796,1.485839,0.480753,8.536127,2.815169,1.928504,3.198082,1.260205,1.452477,-0.020054,0.250494,0.002192,0.002010,797.000000,0.545062,0.976716,0.759048,1.000000,104.325900,0.902813,34.905467,29.264599,81.717533,2
0.018793,0.003957,0.008893,0.008097,0.011330,0.008215,0.007521,0.004395,0.002286,0.000519,0.003929,0.003558,0.039031,1.390925,0.816787,3.968775,0.608202,8.246073,13.400181,2.616429,3.398633,0.608024,1.112594,-0.290894,0.831296,0.093762,0.106147,654.000000,0.520475,0.980510,0.781362,1.000000,94.426407,0.902507,31.307018,26.732334,-0.006539,1
0.005270,0.001444,0.008243,0.003387,0.007278,0.003290,0.005227,0.001018,0.002295,0.000425,0.003214,0.001562,0.189934,1.233025,0.326734,0.866081,0.669435,3.331790,2.422323,1.554398,2.131910,0.663559,1.103690,-0.069451,0.381079,0.158615,0.105770,750.000000,0.630675,0.967742,0.735294,1.000000,102.911690,0.872855,35.320309,27.410215,53.600224,1
0.002513,0.000182,0.003139,0.001999,0.002939,0.001688,0.005035,0.001064,0.002257,0.000336,0.003220,0.001521,0.831526,0.173494,0.653732,0.290469,0.960897,2.185542,0.784851,0.411501,0.463383,0.165110,0.296339,-0.309555,0.407646,0.004619,0.002901,929.000000,0.589140,0.961698,0.784628,1.000000,116.083260,0.851601,38.583177,31.176412,10.829915,2
0.002444,0.000053,0.002463,0.000167,0.002457,0.000143,0.004780,0.000700,0.002312,0.000446,0.003122,0.001317,0.045376,4.166897,0.010754,2.057170,0.447260,9.251034,4.245947,2.132188,3.459113,1.672675,1.582840,-0.021417,0.269636,0.004488,0.006937,829.000000,0.530963,0.976443,0.717749,1.000000,107.396970,0.886605,35.554521,30.128721,55.556608,2
0.003001,0.000312,0.003259,0.001024,0.003148,0.000870,0.004015,0.000719,0.002158,0.000317,0.002828,0.001053,0.059957,2.460674,0.458823,2.677038,0.572551,6.322632,6.099761,2.267532,3.181945,1.244663,1.347507,-0.103536,0.553707,0.005212,0.002646,710.000000,0.701206,0.972603,0.720081,1.000000,100.325900,0.869015,35.751455,25.489311,25.825586,1
0.002845,0.000234,0.003177,0.000385,0.003059,0.000382,0.004273,0.000651,0.002324,0.000363,0.002969,0.001068,0.085202,1.787546,0.409357,1.483372,0.622054,5.256410,4.223631,2.051220,2.842374,0.942224,1.220170,-0.120280,0.557333,0.009274,0.008800,630.000000,0.337452,0.966258,0.750000,1.000000,93.254834,0.891134,29.364180,27.641763,-31.650420,2
0.002626,0.000281,0.002584,0.000342,0.002588,0.000308,0.006066,0.001336,0.003302,0.001060,0.004337,0.001838,0.218760,1.795455,0.757508,2.636756,0.668011,3.631818,5.423533,1.700702,2.037151,1.088326,1.234603,-0.205007,0.672198,0.003467,0.008783,288.000000,0.777086,0.929032,0.659039,1.000000,69.455844,0.729068,25.001946,15.736071,-60.383168,2
0.002561,0.000191,0.002609,0.000279,0.002582,0.000243,0.004948,0.000781,0.002716,0.000578,0.003619,0.001334,0.109665,0.870540,0.703915,1.124335,0.709720,4.458716,4.647888,2.005635,2.520366,0.476243,0.956262,-0.239192,0.716227,0.012714,0.012575,1116.000000,0.853985,0.827893,0.533716,1.000000,172.953320,0.463456,56.590876,29.444068,35.779238,2
0.005366,0.001537,0.006595,0.002837,0.006095,0.002565,0.004475,0.000635,0.002530,0.000469,0.003191,0.001104,0.083642,2.182203,0.452255,1.711968,0.592521,4.737288,5.723355,2.085364,2.874349,1.148018,1.282487,-0.130716,0.576974,0.058988,0.029329,559.000000,0.723801,0.957192,0.688424,1.000000,90.669048,0.835942,32.471523,22.405652,-52.627019,1
0.002326,0.000048,0.002321,0.000051,0.002323,0.000050,0.003682,0.000355,0.002332,0.000479,0.002664,0.000757,0.044342,3.437198,0.090051,1.808700,0.456007,8.920290,4.116835,2.110293,3.324942,1.301646,1.485416,-0.034790,0.335377,0.002124,0.002683,500.000000,0.897374,0.712251,0.435540,1.000000,118.568540,0.439487,44.737872,19.741478,24.978491,2
0.002775,0.000073,0.002592,0.000087,0.002631,0.000115,0.008046,0.004647,0.002479,0.000591,0.003861,0.003485,0.037199,4.309735,0.121425,2.356802,0.441561,10.230088,5.460334,2.236980,3.536704,1.715639,1.595697,-0.068508,0.472869,0.004951,0.004719,289.000000,0.604939,0.979661,0.809524,1.000000,61.455844,0.931025,21.596943,17.197036,-86.483058,1
0.002741,0.000071,0.002645,0.000153,0.002670,0.000143,0.007968,0.004494,0.002687,0.000640,0.004379,0.003693,0.050113,3.704762,-0.021283,1.773719,0.462624,7.961905,3.455692,2.018400,3.226349,1.497415,1.530521,-0.073543,0.467712,0.004820,0.003019,276.000000,0.754033,0.965035,0.784091,1.000000,62.041631,0.872698,23.263233,15.280137,75.325392,1
0.002736,0.000078,0.002595,0.000085,0.002629,0.000105,0.007902,0.004226,0.002369,0.000636,0.003857,0.003454,0.049119,2.995475,0.180594,1.629737,0.503102,9.457014,4.166704,2.101027,3.263586,1.273561,1.447282,-0.061225,0.436526,0.001665,0.003809,278.000000,0.760197,0.972028,0.696742,1.000000,61.941125,0.881832,23.429125,15.221723,-34.914440,1
0.002727,0.000065,0.002620,0.000085,0.002646,0.000094,0.007727,0.004098,0.002677,0.000601,0.004175,0.003357,0.043807,3.693023,0.091749,1.939513,0.455712,9.376744,4.383645,2.132269,3.360856,1.477772,1.509977,-0.082172,0.502698,0.004340,0.001277,275.000000,0.796559,0.978648,0.687500,1.000000,61.355339,0.888782,24.187110,14.622588,-43.466782,1
0.002637,0.000059,0.002638,0.000064,0.002637,0.000062,0.005247,0.001026,0.002588,0.000416,0.003724,0.001554,0.046991,3.343421,0.026994,1.669527,0.476133,9.172368,3.526868,2.042332,3.329687,1.350123,1.483377,-0.024723,0.283855,0.002572,0.001331,874.000000,0.644493,0.934759,0.741935,1.000000,115.154330,0.814049,38.823200,29.684604,-87.240217,2
0.002571,0.000060,0.002562,0.000057,0.002565,0.000058,0.003961,0.000381,0.002409,0.000407,0.002854,0.000832,0.044774,3.795113,-0.107344,1.703329,0.440756,9.103383,3.058861,1.969139,3.318484,1.436694,1.524211,-0.027618,0.298276,0.010447,0.001925,610.000000,0.731979,0.956113,0.717647,1.000000,95.497475,0.823205,34.054052,23.201963,14.794240,2
0.002959,0.000219,0.002612,0.000146,0.002706,0.000233,0.005823,0.002790,0.002106,0.000467,0.003142,0.002330,0.040988,2.161398,0.583393,2.298017,0.530626,9.126456,7.987337,2.393229,3.413110,0.869903,1.285727,-0.145751,0.649473,0.006713,0.001832,693.000000,0.780507,0.886189,0.682759,1.000000,113.154330,0.668280,38.547455,24.097808,-26.428833,1
0.006185,0.002910,0.008553,0.005639,0.007500,0.004815,0.005578,0.001367,0.002428,0.000585,0.003788,0.001912,0.181497,1.020735,0.405188,0.838073,0.767211,3.733271,2.389741,1.663601,2.139712,0.720873,0.985614,-0.191973,0.610608,0.057030,0.028430,1205.000000,0.646859,0.905334,0.667220,1.000000,147.882250,0.683142,47.483639,36.211489,39.853483,1
0.002655,0.000062,0.002622,0.000067,0.002631,0.000067,0.004206,0.000803,0.002104,0.000321,0.002715,0.001115,0.055516,2.343693,0.236221,1.503284,0.532219,8.095064,3.753303,2.071388,3.170063,0.991808,1.334245,-0.042404,0.358939,0.001377,0.005080,625.000000,0.578434,0.970497,0.828912,1.000000,93.112698,0.886734,31.480168,25.679292,26.643620,2
0.002461,0.000054,0.002468,0.000083,0.002465,0.000075,0.005107,0.000837,0.002721,0.000525,0.003615,0.001384,0.058193,2.806931,0.030495,1.456101,0.494411,7.564356,2.983482,1.949486,3.146945,1.124645,1.402074,-0.031034,0.307593,0.006888,0.001411,473.000000,0.682498,0.971253,0.761675,1.000000,80.769553,0.888971,28.825952,21.068520,-19.166937,2
0.002446,0.000056,0.002421,0.000058,0.002428,0.000058,0.004181,0.000761,0.002287,0.000341,0.002882,0.001045,0.054654,2.814114,0.077631,1.538288,0.489179,8.170396,3.280776,2.001152,3.201590,1.107515,1.396542,-0.026491,0.287259,0.004202,0.001155,680.000000,0.656624,0.968661,0.792541,1.000000,97.597980,0.878988,33.989342,25.635369,89.048612,2
0.005439,0.001686,0.008329,0.003565,0.007436,0.003462,0.004132,0.000574,0.002205,0.000381,0.002748,0.001006,0.149307,2.359026,0.298985,2.017083,0.637740,3.904665,4.151155,1.838811,2.465888,1.430716,1.329861,-0.143775,0.581246,0.075847,0.029551,597.000000,0.802583,0.970732,0.812245,1.000000,93.355339,0.842658,35.790900,21.350725,86.150303,1
0.002467,0.000056,0.002467,0.000066,0.002467,0.000064,0.004130,0.000474,0.002325,0.000413,0.002839,0.000950,0.051587,2.860853,0.112373,1.561326,0.488903,8.664193,3.584822,2.030172,3.200202,1.125695,1.412547,-0.031431,0.313488,0.004213,0.001596,626.000000,0.727277,0.979656,0.744352,1.000000,93.840620,0.874572,34.180011,23.459231,47.619056,2
0.007036,0.002266,0.008634,0.003907,0.008017,0.003495,0.005445,0.001056,0.002645,0.000577,0.003676,0.001616,0.087652,1.663755,0.533344,1.447040,0.633926,5.017467,5.309739,2.090821,2.834958,0.888228,1.221178,-0.182356,0.667198,0.064888,0.108211,801.000000,0.690973,0.961585,0.726860,1.000000,107.740120,0.851261,37.970562,27.448191,86.282209,1
0.002518,0.000065,0.002650,0.000238,0.002607,0.000209,0.005611,0.001202,0.002933,0.000543,0.003931,0.001606,0.051270,2.634383,0.226839,1.783102,0.513959,7.806295,4.175554,2.117494,3.275296,1.097503,1.389717,-0.039833,0.355079,0.004593,0.001181,494.000000,0.636429,0.962963,0.731852,1.000000,83.597980,0.867395,28.821363,22.230944,57.464011,2
0.003537,0.000440,0.003792,0.000796,0.003637,0.000642,0.006005,0.001230,0.003206,0.000539,0.004776,0.001756,0.095619,1.448326,0.614161,1.122230,0.633505,6.639010,5.278711,2.077394,2.709083,0.723225,1.162050,-0.166228,0.640730,0.017834,0.010595,796.000000,0.548971,0.975490,0.717117,1.000000,105.982760,0.873968,34.951885,29.214236,-83.302800,1
0.004414,0.000823,0.007201,0.002084,0.006466,0.002241,0.004443,0.000469,0.002514,0.000514,0.003026,0.001020,0.079395,1.949886,0.396741,1.791387,0.599989,4.665148,4.486963,2.010831,2.858882,0.990468,1.269529,-0.100246,0.512901,0.016202,0.030038,517.000000,0.769794,0.931532,0.662821,1.000000,88.669048,0.808007,32.622188,20.822488,-35.567185,1
0.003043,0.000385,0.003648,0.000556,0.003435,0.000586,0.005367,0.000908,0.002537,0.000517,0.003464,0.001533,0.113388,1.900752,0.404259,0.830437,0.632138,4.156391,3.903361,1.894880,2.581661,1.059325,1.259216,-0.072407,0.438368,0.003427,0.001518,773.000000,0.627564,0.972327,0.766865,1.000000,103.497470,0.889565,35.633454,27.742973,89.688704,1
0.004578,0.001186,0.005637,0.001840,0.005251,0.001734,0.003915,0.000618,0.002283,0.000303,0.002823,0.000909,0.119627,1.417582,0.775979,1.496329,0.640050,4.594976,7.983523,2.045311,2.543222,0.722702,1.148782,-0.270645,0.761003,0.009738,0.009179,718.000000,0.691672,0.978202,0.718719,1.000000,100.568540,0.874613,35.675394,25.765181,-7.601297,1
0.003352,0.000294,0.002595,0.000347,0.002807,0.000480,0.007293,0.004056,0.002364,0.000578,0.003933,0.003377,0.102823,1.130354,0.576382,1.292289,0.664465,8.802607,4.121185,1.945288,2.654716,0.572731,1.066611,-0.178858,0.641927,0.011380,0.006189,629.000000,0.210991,0.884669,0.698889,1.000000,113.154330,0.606563,30.002568,29.327148,-41.951470,1
0.002575,0.000206,0.002438,0.000249,0.002469,0.000246,0.006648,0.003431,0.002103,0.000425,0.003237,0.002713,0.048046,1.466887,0.741369,2.291347,0.612252,8.400662,8.750066,2.458093,3.232567,0.673490,1.158563,-0.235142,0.766225,0.003629,0.006342,362.000000,0.546632,0.970509,0.754167,1.000000,69.355339,0.919019,23.594596,19.757474,16.558964,1
0.002360,0.000050,0.002354,0.000055,0.002356,0.000053,0.005753,0.001149,0.002553,0.000511,0.003960,0.001854,0.059560,2.826353,0.051092,1.511342,0.512083,9.057201,3.130538,1.984564,3.188951,1.219493,1.423425,-0.014281,0.212149,0.004603,0.003330,1093.000000,0.621134,0.978514,0.737517,1.000000,122.468040,0.900992,42.181052,33.057481,41.876877,2
0.002396,0.000051,0.002453,0.000137,0.002436,0.000122,0.004625,0.000617,0.002342,0.000516,0.003042,0.001221,0.041069,3.937500,0.002007,1.917344,0.451630,8.237500,3.953316,2.097412,3.387435,1.565044,1.557411,-0.018369,0.247724,0.000666,0.002242,819.000000,0.722271,0.978495,0.729947,1.000000,107.154330,0.879845,38.941743,26.932505,39.181416,2
0.002410,0.000052,0.002434,0.000097,0.002427,0.000087,0.005099,0.000862,0.002396,0.000449,0.003267,0.001448,0.066417,2.455882,0.057417,1.315485,0.517342,8.606209,2.755060,1.912016,3.042285,1.005668,1.347557,-0.032366,0.309112,0.001538,0.002313,687.000000,0.725426,0.973088,0.785143,1.000000,99.254834,0.858926,35.770140,24.620600,6.272592,2
0.002421,0.000054,0.002406,0.000056,0.002412,0.000055,0.004845,0.000581,0.002421,0.000503,0.003271,0.001309,0.071650,2.276110,0.033805,1.194162,0.538123,8.926771,2.435214,1.856661,2.969320,0.969988,1.327448,-0.012051,0.188535,0.000689,0.002965,928.000000,0.705307,0.961658,0.773333,1.000000,117.154330,0.835331,41.309739,29.284560,3.332579,2
0.002398,0.000051,0.002393,0.000053,0.002395,0.000052,0.004698,0.000548,0.002452,0.000554,0.003268,0.001249,0.060272,2.644172,0.030165,1.398632,0.505702,8.745399,2.806344,1.926418,3.101689,1.062441,1.380289,-0.025834,0.280378,0.001441,0.001654,745.000000,0.468494,0.978975,0.801075,1.000000,100.426410,0.910047,32.872257,29.041541,68.491038,2
0.008693,0.002193,0.009692,0.003613,0.009248,0.003211,0.005113,0.000973,0.002404,0.000513,0.003422,0.001547,0.078622,1.362416,0.419432,1.149202,0.614169,4.855034,3.326636,1.965663,2.778325,0.608200,1.112524,-0.073783,0.438617,0.146852,0.123666,845.000000,0.726493,0.952649,0.692056,1.000000,112.811180,0.819779,40.098390,27.554573,-30.035522,1
0.005263,0.001332,0.007385,0.002328,0.006776,0.002301,0.003956,0.000430,0.002291,0.000479,0.002763,0.000910,0.140206,1.753086,0.221510,1.424055,0.667744,3.728395,2.699893,1.719131,2.317403,1.075683,1.184994,-0.073193,0.404444,0.125260,0.068311,585.000000,0.765896,0.940514,0.770751,1.000000,94.426407,0.807288,34.648486,22.277741,-88.009003,1
0.004149,0.001601,0.006020,0.002941,0.005352,0.002722,0.004134,0.000548,0.002412,0.000460,0.003020,0.000992,0.211531,1.062016,0.523682,0.929523,0.764309,3.507752,3.311955,1.655200,2.090221,0.746154,0.997645,-0.177997,0.589502,0.221894,0.132740,1177.000000,0.910576,0.822502,0.512631,1.000000,174.267030,0.481488,65.702157,27.157376,-26.852694,1
0.012545,0.001383,0.005359,0.003920,0.007395,0.004684,0.007723,0.003469,0.002427,0.000539,0.004189,0.003308,0.075239,1.547619,0.431054,1.228139,0.617572,10.452381,3.755669,2.026150,2.835284,0.750425,1.177572,-0.133636,0.584006,0.048069,0.041035,582.000000,0.551706,0.965174,0.799451,1.000000,91.597980,0.852962,30.051445,25.064077,-29.990819,1
0.003891,0.000298,0.002977,0.000606,0.003125,0.000652,0.008557,0.005154,0.002409,0.000650,0.003783,0.003709,0.030901,3.246154,0.593002,4.194083,0.445882,7.646154,11.408126,2.524646,3.590289,1.139934,1.416352,-0.170494,0.707098,0.004942,0.007821,246.000000,0.720151,0.980080,0.723529,1.000000,57.112698,0.915383,21.352969,14.815068,33.042549,1
0.003074,0.000268,0.003220,0.000655,0.003159,0.000558,0.005499,0.000988,0.003150,0.001213,0.004025,0.001657,0.089127,1.341346,0.739380,2.307600,0.650368,5.475962,6.143653,2.199307,2.712789,0.696722,1.119784,-0.280119,0.786635,0.014779,0.013449,262.000000,0.650468,0.891156,0.632850,1.000000,66.870058,0.714751,21.760340,16.527717,7.484855,1
0.004160,0.001298,0.002882,0.000954,0.003264,0.001208,0.006874,0.003505,0.002337,0.000643,0.003891,0.003120,0.089950,0.852686,0.909069,3.680911,0.690121,6.596187,13.419258,2.437954,2.804823,0.418960,0.944061,-0.479401,0.917593,0.025654,0.017060,676.000000,0.462263,0.888305,0.602496,1.000000,111.154330,0.675343,32.662958,28.963653,-27.325130,1
0.009244,0.001475,0.006478,0.003602,0.007295,0.003245,0.007880,0.005208,0.002688,0.000518,0.004852,0.004329,0.030229,3.223039,0.590523,3.075254,0.457152,7.502451,11.642151,2.516060,3.638751,1.181222,1.446780,-0.137709,0.651968,0.042516,0.033975,492.000000,0.673848,0.888087,0.702857,1.000000,89.597980,0.753248,30.220062,22.328702,-71.973753,1
0.004565,0.002625,0.006941,0.004071,0.005840,0.003657,0.007033,0.003125,0.002705,0.000663,0.004731,0.003152,0.259464,1.243174,0.644970,1.043981,0.737734,3.598123,4.880304,1.682057,2.142715,0.832569,1.087790,-0.219750,0.663959,0.164529,0.043986,1318.000000,0.708924,0.912742,0.713203,1.000000,156.811180,0.665043,50.616413,35.698975,31.343822,1
0.003313,0.000277,0.003001,0.000247,0.003070,0.000284,0.008077,0.004393,0.002324,0.000607,0.003758,0.003466,0.041947,1.568584,0.749596,2.882900,0.600039,8.325221,10.595559,2.511322,3.380669,0.709271,1.178874,-0.235644,0.772171,0.009214,0.024399,535.000000,0.732970,0.905245,0.648485,1.000000,99.740115,0.662459,32.882652,22.368785,-23.007927,1
0.002909,0.000082,0.003153,0.000859,0.003099,0.000767,0.006364,0.002371,0.002303,0.000495,0.003386,0.002294,0.067928,2.163934,0.217704,1.452255,0.542663,7.986885,3.226058,1.974036,2.976875,0.921258,1.287710,-0.066392,0.435060,0.001253,0.003838,383.000000,0.766437,0.964736,0.669580,1.000000,74.426407,0.845983,27.695907,17.789615,-62.975405,1
0.002863,0.000069,0.002820,0.000072,0.002829,0.000074,0.007080,0.003119,0.002340,0.000548,0.003511,0.002705,0.058228,2.670412,0.166914,1.580777,0.489117,9.112360,3.740184,2.042705,3.153814,1.000800,1.357938,-0.075014,0.467995,0.001799,0.001536,336.000000,0.792082,0.968300,0.664032,1.000000,69.597980,0.847158,26.571938,16.219897,-51.332607,1
0.004928,0.000817,0.005935,0.001451,0.005618,0.001388,0.004303,0.000645,0.002210,0.000395,0.002806,0.001094,0.154797,0.839721,0.628090,1.073061,0.740623,4.121951,3.626243,1.840226,2.309826,0.513191,0.966396,-0.201024,0.644637,0.017114,0.047581,643.000000,0.798973,0.969834,0.811869,1.000000,97.597980,0.831160,37.040709,22.275036,2.408091,1
0.012323,0.002662,0.013076,0.003153,0.012761,0.003028,0.005032,0.000848,0.002487,0.000430,0.003299,0.001367,0.063346,1.549795,0.592389,2.008111,0.618682,5.858117,5.977141,2.176861,3.000267,0.753732,1.187499,-0.181337,0.675260,0.149948,0.223067,847.000000,0.680935,0.971330,0.768603,1.000000,109.154330,0.877183,38.660980,28.313123,78.666945,1
0.004057,0.000531,0.004968,0.001026,0.004604,0.000986,0.005076,0.000758,0.002711,0.000471,0.003611,0.001336,0.175317,1.134409,0.489127,0.550873,0.738471,3.685484,2.777424,1.690350,2.114117,0.755456,1.023454,-0.135049,0.540112,0.006298,0.004971,846.000000,0.722413,0.975779,0.710924,1.000000,109.396970,0.872300,39.624768,27.399025,-42.061349,1
0.004700,0.000612,0.005276,0.000827,0.005031,0.000797,0.003597,0.000366,0.002568,0.000327,0.002978,0.000638,0.101762,1.387097,0.594658,1.942946,0.658153,4.538462,4.521474,1.985819,2.644893,0.752643,1.149044,-0.144936,0.603989,0.008445,0.024623,477.000000,0.730457,0.957831,0.685345,1.000000,84.669048,0.816733,30.302260,20.695180,30.935096,1
0.004992,0.000970,0.005567,0.001501,0.005355,0.001375,0.005107,0.001093,0.002447,0.000382,0.003312,0.001470,0.167758,0.778082,0.755297,1.428908,0.764074,4.109589,5.418127,1.915567,2.330305,0.507112,0.924975,-0.314796,0.768236,0.043678,0.028411,847.000000,0.712772,0.960317,0.723932,1.000000,111.740120,0.837406,39.758499,27.886447,73.060658,1
0.004866,0.000603,0.005408,0.000865,0.005196,0.000821,0.004284,0.000626,0.002555,0.000370,0.003214,0.001000,0.086473,1.072052,0.633312,1.450854,0.679319,4.910480,4.732161,2.080427,2.714086,0.565407,1.046999,-0.215098,0.694898,0.023836,0.021688,1030.000000,0.499002,0.938069,0.695946,1.000000,126.468040,0.796608,39.802771,34.493116,36.665697,1
0.002434,0.000054,0.002410,0.000057,0.002417,0.000058,0.005542,0.001022,0.002337,0.000492,0.003406,0.001719,0.038927,4.263014,0.048625,2.231167,0.426826,8.731507,4.692295,2.181886,3.549692,1.623502,1.579401,-0.020570,0.266819,0.003097,0.002151,826.000000,0.259739,0.975207,0.782197,1.000000,106.083260,0.905205,33.206855,32.067155,64.337352,2
0.006449,0.001774,0.013808,0.005130,0.011836,0.005656,0.004973,0.000847,0.002353,0.000543,0.003083,0.001393,0.119446,1.520782,0.479342,1.308577,0.695221,4.220049,4.249867,1.939361,2.558269,0.961030,1.148071,-0.163956,0.614446,0.048733,0.180548,469.000000,0.858685,0.953252,0.726006,1.000000,87.012193,0.760846,34.476040,17.669095,8.790835,1
0.002408,0.000052,0.002406,0.000058,0.002407,0.000056,0.004705,0.000566,0.002466,0.000584,0.003182,0.001233,0.051684,3.280488,0.015895,1.675318,0.460045,9.265854,3.385419,2.014418,3.261355,1.230702,1.453448,-0.034607,0.329543,0.003368,0.003247,494.000000,0.623703,0.984064,0.840136,1.000000,81.112698,0.920696,28.475453,22.258167,-86.616738,2
0.002481,0.000066,0.002355,0.000072,0.002382,0.000090,0.008280,0.004736,0.002333,0.000609,0.003788,0.003634,0.039501,3.794737,0.054693,1.972964,0.432434,8.836842,4.231274,2.123783,3.412149,1.384072,1.513579,-0.059298,0.434948,0.002243,0.002428,253.000000,0.792480,0.969349,0.669312,1.000000,59.355339,0.872768,23.111176,14.095461,-55.413985,1
0.002424,0.000052,0.002400,0.000057,0.002407,0.000056,0.004943,0.000627,0.002434,0.000565,0.003235,0.001351,0.054161,3.220703,0.032629,1.670681,0.477560,9.841797,3.437862,2.019629,3.248963,1.303127,1.458268,-0.034832,0.329949,0.002577,0.001798,587.000000,0.639441,0.971854,0.757419,1.000000,90.426407,0.882480,31.286243,24.054117,11.012330,2
0.003243,0.000398,0.003349,0.000680,0.003304,0.000620,0.004508,0.000761,0.002148,0.000432,0.002749,0.001200,0.092384,2.057018,0.441927,2.135503,0.626073,5.004386,4.600858,2.069005,2.814081,1.151181,1.306486,-0.112389,0.554722,0.008634,0.008363,548.000000,0.653988,0.966490,0.707097,1.000000,88.083261,0.867757,30.538556,23.102566,74.684362,1
0.006858,0.001585,0.004785,0.002732,0.005276,0.002549,0.005577,0.001813,0.002076,0.000336,0.003186,0.001983,0.080401,1.129944,0.737212,2.234102,0.675507,6.177966,7.448554,2.290216,2.971570,0.598774,1.079342,-0.235462,0.742224,0.019807,0.052763,789.000000,0.738572,0.980124,0.749288,1.000000,106.325900,0.860751,38.763053,26.133072,-12.375885,1
0.002448,0.000058,0.002411,0.000062,0.002421,0.000063,0.005279,0.001061,0.002285,0.000485,0.003171,0.001588,0.052556,2.873267,0.128509,1.692360,0.501914,9.570297,3.702484,2.065080,3.262003,1.201239,1.424438,-0.025919,0.288066,0.002650,0.001341,592.000000,0.636576,0.973684,0.756066,1.000000,90.426407,0.889996,31.325533,24.158696,-56.880539,2
0.002434,0.000054,0.002410,0.000057,0.002417,0.000058,0.005542,0.001022,0.002337,0.000492,0.003406,0.001719,0.038927,4.263014,0.048625,2.231167,0.426826,8.731507,4.692295,2.181886,3.549692,1.623502,1.579401,-0.020570,0.266819,0.003097,0.002151,826.000000,0.259739,0.975207,0.782197,1.000000,106.083260,0.905205,33.206855,32.067155,64.337352,2
0.004857,0.000852,0.004503,0.001609,0.004538,0.001427,0.004810,0.000894,0.002247,0.000473,0.002992,0.001368,0.083443,1.363239,0.759504,2.877198,0.650232,5.323851,9.273676,2.283443,2.965729,0.711279,1.149471,-0.250541,0.764963,0.015922,0.021314,544.000000,0.635050,0.959436,0.781609,1.000000,88.426407,0.854825,30.312017,23.415166,72.426556,1
0.005584,0.000674,0.003951,0.001522,0.004313,0.001498,0.005170,0.001112,0.002218,0.000496,0.003029,0.001556,0.073317,1.887019,0.490414,1.512551,0.568255,7.257212,5.123746,2.150585,3.049472,0.823543,1.247721,-0.110836,0.554675,0.032580,0.014262,488.000000,0.711154,0.977956,0.753086,1.000000,81.597980,0.898857,29.784797,20.939781,32.843460,1
0.014256,0.003021,0.012505,0.004660,0.012882,0.004308,0.005082,0.000897,0.002366,0.000554,0.003158,0.001460,0.064419,1.964647,0.412031,1.596164,0.569973,6.510101,4.593332,2.139586,3.064154,0.892690,1.260284,-0.105457,0.539185,0.148893,0.159287,456.000000,0.797248,0.966102,0.760000,1.000000,81.941125,0.832981,31.197177,18.832231,-13.438532,1
0.006858,0.001585,0.004785,0.002732,0.005276,0.002549,0.005577,0.001813,0.002076,0.000336,0.003186,0.001983,0.080401,1.129944,0.737212,2.234102,0.675507,6.177966,7.448554,2.290216,2.971570,0.598774,1.079342,-0.235462,0.742224,0.019807,0.052763,789.000000,0.738572,0.980124,0.749288,1.000000,106.325900,0.860751,38.763053,26.133072,-12.375885,1
0.002687,0.000207,0.002407,0.000156,0.002493,0.000215,0.007026,0.003319,0.002241,0.000606,0.003818,0.003075,0.061075,1.463845,0.581973,1.615116,0.624754,6.941799,5.472803,2.226541,3.053538,0.710898,1.167532,-0.153675,0.635503,0.011413,0.017921,660.000000,0.489635,0.938834,0.709677,1.000000,102.669050,0.771713,31.940687,27.849961,28.614904,1
