@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute class {1 2 }
@data
0.002516,0.000058,0.002489,0.000061,0.002497,0.000061,0.004303,0.000672,0.002280,0.000361,0.002918,0.001088,0.039140,4.006400,0.059293,2.121462,0.447481,8.953600,4.511447,2.167126,3.518477,1.607619,1.559777,-0.014971,0.227411,0.001968,0.002306,711.000000,0.544491,0.971311,0.769481,1.000000,100.083260,0.874422,33.047477,27.719122,-6.925659,2
0.002850,0.000203,0.002576,0.000243,0.002631,0.000262,0.006743,0.004597,0.002243,0.000637,0.003265,0.003090,0.053558,1.735736,0.577907,2.119543,0.556509,8.588589,6.446356,2.303454,3.210741,0.680951,1.184917,-0.164058,0.662121,0.015133,0.008616,449.000000,0.886403,0.865125,0.656433,1.000000,110.911690,0.450511,37.291018,17.262516,79.085236,1
0.003643,0.000204,0.003060,0.000477,0.003155,0.000493,0.010202,0.007028,0.002310,0.000647,0.003947,0.004700,0.053083,2.368078,0.457065,1.865314,0.508507,7.364821,6.029772,2.212816,3.242795,0.907681,1.307705,-0.117585,0.581956,0.029798,0.015848,393.000000,0.770315,0.836170,0.539835,1.000000,89.840620,0.598470,30.539941,19.474220,-51.845804,1
0.003361,0.000272,0.003396,0.000410,0.003372,0.000371,0.004383,0.000717,0.002251,0.000371,0.002861,0.001117,0.084428,1.659539,0.507929,1.426842,0.606468,5.439145,5.009455,2.051715,2.902496,0.795985,1.208861,-0.107897,0.537709,0.012422,0.004363,701.000000,0.766675,0.956344,0.706653,1.000000,101.497470,0.838497,37.454856,24.047354,-44.142642,1
0.011806,0.002866,0.011542,0.004432,0.011470,0.003958,0.004573,0.000828,0.002337,0.000466,0.003132,0.001281,0.051502,2.444444,0.402692,1.998291,0.532323,6.473118,5.733148,2.174433,3.262736,1.053905,1.353174,-0.094529,0.527533,0.307415,0.010702,621.000000,0.826320,0.971831,0.821429,1.000000,95.941125,0.830396,37.753064,21.262535,7.650873,1
0.011178,0.003438,0.006556,0.004356,0.008280,0.004580,0.005369,0.001087,0.002877,0.000618,0.003953,0.001562,0.039139,2.826176,0.436975,2.310010,0.512925,6.817996,7.065034,2.327682,3.444836,1.239297,1.411251,-0.102261,0.561008,0.176567,0.256200,568.000000,0.600699,0.940397,0.728205,1.000000,92.426407,0.817747,30.397915,24.302386,6.994757,1
0.003331,0.000431,0.002992,0.000300,0.003091,0.000379,0.005462,0.002627,0.002955,0.002801,0.003787,0.003063,0.068003,1.050000,0.879806,4.075482,0.667803,7.399020,15.775097,2.362852,2.986217,0.519388,1.034083,-0.366693,0.859514,0.006881,0.006554,1141.000000,0.900207,0.847697,0.560688,1.000000,156.024390,0.581515,59.589313,25.948944,-22.537230,1
0.003854,0.000393,0.002798,0.000280,0.003141,0.000601,0.006416,0.002521,0.002170,0.000654,0.003598,0.002623,0.056943,2.168459,0.490538,1.629578,0.557254,10.989247,5.899526,2.217604,3.197248,0.973394,1.316876,-0.102690,0.549790,0.006060,0.005043,641.000000,0.609030,0.927641,0.719416,1.000000,100.083260,0.788332,32.516468,25.790353,-11.657111,1
0.005699,0.000982,0.007806,0.001952,0.006957,0.001994,0.005445,0.000914,0.002812,0.000608,0.003843,0.001547,0.075756,1.917258,0.411127,1.729893,0.586450,5.690307,4.582577,2.085645,2.957992,0.917258,1.259430,-0.111994,0.546862,0.046038,0.076803,497.000000,0.607260,0.961315,0.736296,1.000000,83.597980,0.872662,28.418428,22.578521,-28.174930,1
0.003235,0.000257,0.002772,0.000248,0.002855,0.000306,0.006655,0.003690,0.002086,0.000433,0.003032,0.002610,0.050767,2.834416,0.427563,2.775120,0.495609,9.438312,6.570870,2.290985,3.340965,1.139347,1.415687,-0.110527,0.578489,0.016110,0.013675,360.000000,0.834292,0.932642,0.756303,1.000000,76.284271,0.757408,29.241609,16.121583,3.400889,1
0.002830,0.000082,0.002683,0.000082,0.002711,0.000101,0.006142,0.002879,0.002220,0.000571,0.003074,0.002251,0.063437,2.885154,0.030425,1.265447,0.502761,9.882353,3.005767,1.962754,3.120714,1.224882,1.414662,-0.025577,0.283512,0.003151,0.001115,439.000000,0.780274,0.871032,0.625356,1.000000,92.426407,0.632026,30.396753,19.011269,42.607056,1
0.003273,0.000246,0.002853,0.000261,0.002950,0.000315,0.007462,0.005291,0.002298,0.000582,0.003680,0.003732,0.056264,1.612319,0.559829,1.923900,0.576449,8.134058,5.637826,2.268480,3.143917,0.662400,1.170924,-0.140958,0.619352,0.010550,0.009569,338.000000,0.752558,0.866667,0.619048,1.000000,77.941125,0.681585,26.742668,17.610735,25.664933,1
0.002998,0.000209,0.002765,0.000172,0.002866,0.000223,0.006560,0.003919,0.002380,0.000828,0.004220,0.003501,0.040280,2.179673,0.621884,2.427291,0.535908,9.105263,8.616869,2.458283,3.458978,0.901255,1.297653,-0.154269,0.668638,0.009143,0.009571,636.000000,0.640101,0.921739,0.709821,1.000000,104.426410,0.719065,33.070465,25.407745,-25.624734,1
0.002986,0.000169,0.002801,0.000180,0.002877,0.000201,0.006816,0.003287,0.002929,0.001403,0.004668,0.003301,0.042643,2.925743,0.476495,2.299015,0.478189,7.896040,8.004044,2.390161,3.426021,1.099231,1.411552,-0.132082,0.629007,0.002035,0.007547,259.000000,0.771349,0.857616,0.692513,1.000000,67.455844,0.694526,24.210140,15.407632,14.369907,1
0.002925,0.000257,0.002745,0.000241,0.002776,0.000248,0.008550,0.005580,0.002261,0.000599,0.003616,0.003836,0.050279,1.374302,0.792759,3.255204,0.625355,6.804469,11.676852,2.472883,3.230271,0.653226,1.111724,-0.295430,0.822082,0.001574,0.008483,227.000000,0.642729,0.930328,0.709375,1.000000,56.870058,0.851781,19.751408,15.131428,5.657326,1
0.002896,0.000186,0.002638,0.000072,0.002709,0.000165,0.007819,0.004424,0.002173,0.000609,0.003722,0.003568,0.042898,1.772627,0.629564,2.581008,0.576016,8.633554,7.587572,2.399823,3.326285,0.772627,1.224636,-0.163146,0.674000,0.003412,0.007476,526.000000,0.740252,0.932624,0.737728,1.000000,89.254834,0.811437,32.170600,21.629258,-12.883927,1
0.003235,0.000257,0.002772,0.000248,0.002855,0.000306,0.006655,0.003690,0.002086,0.000433,0.003032,0.002610,0.050767,2.834416,0.427563,2.775120,0.495609,9.438312,6.570870,2.290985,3.340965,1.139347,1.415687,-0.110527,0.578489,0.016110,0.013675,360.000000,0.834292,0.932642,0.756303,1.000000,76.284271,0.757408,29.241609,16.121583,3.400889,1
0.002989,0.000158,0.002627,0.000158,0.002679,0.000204,0.008305,0.004472,0.002063,0.000510,0.003126,0.003128,0.051689,2.508197,0.495794,2.201917,0.510029,8.693989,5.807997,2.257915,3.176304,0.996506,1.358046,-0.159086,0.659840,0.009228,0.003471,238.000000,0.553168,0.963563,0.736842,1.000000,56.284271,0.911415,19.217453,16.009479,-64.902437,1
0.002778,0.000070,0.002877,0.000273,0.002841,0.000231,0.006209,0.001171,0.002688,0.000583,0.004006,0.001963,0.084283,1.984104,0.103730,1.063540,0.557039,6.828035,2.442971,1.816340,2.851169,0.849817,1.270687,-0.026512,0.273171,0.005932,0.001208,788.000000,0.691817,0.980100,0.724265,1.000000,105.740120,0.869122,37.364340,26.979784,-39.736914,2
0.002782,0.000098,0.003172,0.000991,0.003063,0.000864,0.004907,0.000603,0.002624,0.000527,0.003297,0.001216,0.169919,1.180467,0.127383,0.903223,0.664613,4.811040,1.473848,1.451716,2.098571,0.615576,1.057097,-0.030887,0.262681,0.008404,0.005268,555.000000,0.403918,0.971979,0.762363,1.000000,87.012193,0.900362,27.900415,25.523164,-75.976787,2
0.003418,0.000312,0.003392,0.000555,0.003382,0.000483,0.006050,0.001264,0.002649,0.000558,0.003845,0.001898,0.056661,1.984375,0.523234,2.276108,0.596861,5.973958,6.259739,2.246740,3.134072,0.999939,1.263585,-0.158596,0.651439,0.009580,0.004066,879.000000,0.672698,0.930159,0.766347,1.000000,117.740120,0.783437,39.546047,29.260813,-75.235948,1
0.003054,0.000346,0.003151,0.000702,0.003101,0.000578,0.005767,0.001273,0.002925,0.000522,0.004155,0.001749,0.777889,0.742243,0.211746,0.665216,0.922734,2.288783,1.069349,0.546257,0.637257,0.686417,0.511698,-0.116593,0.299549,0.004850,0.007404,509.000000,0.704472,0.964015,0.771212,1.000000,84.183766,0.881483,30.413739,21.585589,84.265378,2
0.003375,0.001276,0.003658,0.001700,0.003520,0.001525,0.005605,0.001163,0.002959,0.000509,0.004090,0.001617,0.652391,0.796178,0.843619,2.677684,0.890247,3.195329,9.167791,0.965064,1.158535,0.701403,0.646184,-0.450795,0.707769,0.021421,0.027741,545.000000,0.608016,0.968028,0.751724,1.000000,87.597980,0.872487,29.730244,23.603588,-15.122741,2
0.002791,0.000060,0.002774,0.000069,0.002779,0.000066,0.005633,0.001076,0.002672,0.000615,0.003677,0.001678,0.045557,3.136364,0.100439,1.719640,0.473584,8.606061,3.829660,2.073463,3.320574,1.221355,1.449144,-0.037185,0.344429,0.003404,0.001972,471.000000,0.613758,0.971134,0.785000,1.000000,80.526912,0.890489,27.702570,21.871021,-53.607456,2
0.004015,0.001961,0.003286,0.001409,0.003469,0.001552,0.005821,0.001141,0.002856,0.000611,0.003942,0.001719,0.429583,3.058680,0.729117,4.671015,0.738952,3.836186,10.386368,1.503019,1.653681,2.262265,1.171798,-0.293075,0.729196,0.021020,0.011447,490.000000,0.647882,0.968379,0.756173,1.000000,82.769553,0.877473,29.086703,22.156519,61.234807,2
0.003235,0.000257,0.002772,0.000248,0.002855,0.000306,0.006655,0.003690,0.002086,0.000433,0.003032,0.002610,0.050767,2.834416,0.427563,2.775120,0.495609,9.438312,6.570870,2.290985,3.340965,1.139347,1.415687,-0.110527,0.578489,0.016110,0.013675,360.000000,0.834292,0.932642,0.756303,1.000000,76.284271,0.757408,29.241609,16.121583,3.400889,1
0.002995,0.000186,0.002595,0.000110,0.002705,0.000229,0.005481,0.001783,0.002060,0.000430,0.003033,0.001905,0.040408,1.929412,0.646324,2.751173,0.566771,10.298039,8.930780,2.449729,3.436828,0.849443,1.258236,-0.170279,0.688743,0.005522,0.010587,594.000000,0.249681,0.956522,0.757653,1.000000,92.426407,0.855179,28.448899,27.547872,-81.543661,1
0.002755,0.000064,0.002718,0.000086,0.002729,0.000081,0.005337,0.001015,0.002377,0.000481,0.003466,0.001645,0.063722,2.502571,0.069868,1.410875,0.526721,7.145244,2.877362,1.926320,3.044678,1.070580,1.368150,-0.026613,0.282778,0.004449,0.004027,874.000000,0.710196,0.975446,0.718750,1.000000,113.154330,0.842823,40.185415,28.290709,-27.941121,2
0.002748,0.000063,0.002871,0.000528,0.002825,0.000431,0.006005,0.001096,0.002792,0.000555,0.004063,0.001822,0.041927,4.062411,0.009301,2.028321,0.430414,9.526241,4.138673,2.114643,3.410972,1.502411,1.553124,-0.021747,0.269327,0.000729,0.003628,792.000000,0.692862,0.982630,0.758621,1.000000,104.325900,0.897149,37.454467,27.007288,-20.896117,2
0.003443,0.000281,0.003206,0.000453,0.003260,0.000406,0.007379,0.002258,0.002523,0.000631,0.004285,0.002825,0.073650,1.379613,0.581071,1.691902,0.615745,5.562390,5.202171,2.152232,2.937754,0.622805,1.128435,-0.145093,0.608001,0.011041,0.017254,653.000000,0.645832,0.977545,0.728795,1.000000,95.497475,0.881234,33.052670,25.235025,31.501436,1
0.003321,0.000468,0.004019,0.000992,0.003804,0.000943,0.004552,0.000628,0.002303,0.000508,0.002926,0.001179,0.142472,1.689720,0.430988,1.025857,0.668617,3.854206,3.986221,1.822456,2.470602,1.025571,1.194709,-0.098495,0.487825,0.013320,0.007624,601.000000,0.812457,0.978827,0.780519,1.000000,93.597980,0.843958,36.295126,21.160829,-10.360362,1
0.004052,0.000506,0.003437,0.000666,0.003618,0.000677,0.005006,0.001262,0.002394,0.000375,0.003313,0.001524,0.067764,1.279290,0.731709,2.035299,0.633603,5.778698,7.795996,2.286796,3.026267,0.602808,1.099673,-0.204885,0.715498,0.013611,0.013749,945.000000,0.788176,0.959391,0.694853,1.000000,120.811180,0.800327,44.530331,27.406177,31.831544,1
0.009620,0.002570,0.009748,0.002516,0.009601,0.002523,0.004986,0.000768,0.002913,0.000555,0.003790,0.001259,0.045353,3.309565,0.331033,2.533275,0.513936,6.067826,6.484095,2.280535,3.373650,1.548752,1.487923,-0.083365,0.505826,0.217111,0.111329,692.000000,0.760933,0.946648,0.692000,1.000000,106.083260,0.758355,37.145579,24.101189,-81.050753,1
0.002756,0.000083,0.002725,0.000100,0.002732,0.000095,0.003944,0.000634,0.002429,0.000295,0.002893,0.000845,0.064455,1.979266,0.249552,1.207441,0.558454,7.194577,3.276334,1.987185,2.994600,0.854381,1.268245,-0.051175,0.385521,0.001607,0.004233,696.000000,0.814137,0.978903,0.775920,1.000000,102.669050,0.813806,39.179812,22.750678,8.960293,2
0.008543,0.003101,0.008663,0.003353,0.008459,0.003228,0.005056,0.001237,0.002383,0.000321,0.003278,0.001508,0.111994,2.021684,0.685086,2.370204,0.615075,5.021684,9.794173,2.197065,2.915990,1.079497,1.311105,-0.219101,0.726129,0.086251,0.041734,901.000000,0.738723,0.973002,0.721955,1.000000,113.982760,0.856385,41.560442,28.012098,-61.511879,1
0.004136,0.000740,0.004658,0.001312,0.004465,0.001186,0.004252,0.000867,0.002367,0.000307,0.003014,0.001088,0.102012,1.152493,0.714154,2.118611,0.694169,4.798631,6.684768,2.144196,2.759562,0.661260,1.090656,-0.243245,0.738440,0.040109,0.062088,1114.000000,0.884340,0.939292,0.665472,1.000000,140.225400,0.701891,55.881131,26.087785,17.326900,1
0.003463,0.000312,0.003406,0.000429,0.003419,0.000387,0.003722,0.000545,0.002364,0.000242,0.002902,0.000789,0.105055,1.122980,0.711676,2.018375,0.685163,5.711876,6.645024,2.176966,2.815601,0.621202,1.060702,-0.229073,0.720443,0.014537,0.009889,1544.000000,0.798262,0.939744,0.677193,1.000000,158.610170,0.761616,57.887438,34.866215,14.000494,1
0.002606,0.000058,0.002595,0.000058,0.002598,0.000058,0.003673,0.000553,0.002375,0.000244,0.002765,0.000719,0.037201,4.262726,-0.020088,2.054988,0.415382,9.471264,4.094823,2.120098,3.520710,1.533991,1.562016,-0.020129,0.263409,0.004021,0.000467,694.000000,0.652335,0.962552,0.703854,1.000000,100.325900,0.849432,34.254864,25.962805,19.912814,2
0.002636,0.000059,0.002611,0.000061,0.002618,0.000062,0.004021,0.000760,0.002370,0.000286,0.002857,0.000916,0.044050,3.503401,0.023032,1.790675,0.454514,8.901360,3.663740,2.059860,3.342970,1.334294,1.493950,-0.023151,0.274601,0.000887,0.001343,678.000000,0.463977,0.958982,0.753333,1.000000,97.254834,0.882535,31.439402,27.850516,63.734431,2
0.002671,0.000061,0.002670,0.000069,0.002671,0.000067,0.005270,0.000794,0.002848,0.000415,0.003597,0.001292,0.063920,2.399666,0.111102,1.331786,0.525762,9.209030,2.984735,1.956605,3.066103,0.993974,1.346490,-0.028326,0.290718,0.006726,0.001828,700.000000,0.629481,0.980392,0.735294,1.000000,97.740115,0.902237,33.943784,26.374852,69.134030,2
0.006192,0.001431,0.005434,0.002672,0.005604,0.002355,0.004932,0.001036,0.002375,0.000390,0.003218,0.001416,0.101695,1.081322,0.736075,2.117814,0.705456,5.060991,6.944184,2.181705,2.757169,0.632915,1.064757,-0.293748,0.788068,0.002411,0.015377,886.000000,0.684616,0.983352,0.725635,1.000000,110.811180,0.890580,39.434263,28.743795,-34.688559,1
0.004453,0.000991,0.004676,0.001778,0.004551,0.001574,0.004509,0.000815,0.002343,0.000388,0.003034,0.001187,0.123567,1.284238,0.680610,1.597809,0.712770,4.496124,6.361096,2.047151,2.617527,0.815349,1.097980,-0.225982,0.709365,0.005864,0.002655,861.000000,0.739333,0.955605,0.788462,1.000000,112.669050,0.837392,40.787036,27.463520,3.192583,1
0.003635,0.000345,0.002932,0.000423,0.003072,0.000484,0.005749,0.001842,0.002259,0.000441,0.003124,0.001865,0.063453,1.343388,0.656633,1.931234,0.628675,6.169373,6.149967,2.250805,3.029726,0.634041,1.130675,-0.186887,0.686458,0.011497,0.028812,494.000000,0.782494,0.974359,0.758833,1.000000,84.183766,0.855506,31.837573,19.823938,14.745502,1
0.003945,0.000509,0.003899,0.000732,0.003884,0.000672,0.004887,0.000817,0.002446,0.000459,0.003095,0.001265,0.090741,1.055985,0.721193,1.412069,0.712209,5.252896,5.810561,2.155802,2.721945,0.632731,1.033621,-0.260411,0.759406,0.020468,0.013222,597.000000,0.743502,0.969156,0.690972,1.000000,92.325902,0.861350,33.797729,22.601668,29.236633,1
0.003614,0.000467,0.003825,0.000741,0.003742,0.000684,0.004894,0.000727,0.002414,0.000495,0.003048,0.001261,0.105531,1.226667,0.679707,1.590690,0.669557,5.253333,6.063441,2.144951,2.748014,0.657720,1.107092,-0.230449,0.726462,0.008211,0.007586,596.000000,0.829140,0.967532,0.689815,1.000000,96.083261,0.794634,36.986915,20.677221,17.107315,1
0.003463,0.000387,0.003989,0.000704,0.003811,0.000668,0.004261,0.000529,0.002588,0.000440,0.003135,0.000947,0.075480,1.763602,0.741907,1.584095,0.640036,5.838649,7.606236,2.308650,2.924835,0.986029,1.224283,-0.257655,0.781943,0.005315,0.024832,623.000000,0.609420,0.948250,0.692222,1.000000,96.083261,0.830633,31.816668,25.225760,48.001182,1
0.004052,0.000506,0.003437,0.000666,0.003618,0.000677,0.005006,0.001262,0.002394,0.000375,0.003313,0.001524,0.067764,1.279290,0.731709,2.035299,0.633603,5.778698,7.795996,2.286796,3.026267,0.602808,1.099673,-0.204885,0.715498,0.013611,0.013749,945.000000,0.788176,0.959391,0.694853,1.000000,120.811180,0.800327,44.530331,27.406177,31.831544,1
0.002692,0.000089,0.002649,0.000083,0.002660,0.000086,0.004526,0.000438,0.002630,0.000439,0.003079,0.000944,0.050101,2.224939,0.394605,1.787268,0.541106,9.031785,5.023440,2.186971,3.222667,0.948978,1.316747,-0.086841,0.504718,0.002660,0.003966,481.000000,0.399533,0.971717,0.770833,1.000000,80.183766,0.917100,25.972534,23.809508,18.944150,2
0.002626,0.000060,0.002616,0.000064,0.002621,0.000062,0.004637,0.000679,0.002692,0.000691,0.003547,0.001212,0.076468,2.081482,-0.000859,1.039986,0.547877,10.344444,2.073951,1.774861,2.826889,0.879616,1.285628,-0.019197,0.230956,0.001716,0.002460,620.000000,0.658648,0.948012,0.775000,1.000000,99.355339,0.773607,33.201405,24.982435,4.952921,2
0.018416,0.007521,0.007302,0.007125,0.011134,0.008935,0.006933,0.005263,0.002326,0.000542,0.004093,0.004062,0.056486,1.194485,0.757881,2.103046,0.668206,7.560232,8.339260,2.425718,3.100786,0.631440,1.090212,-0.286902,0.810531,0.224699,0.130700,785.000000,0.443363,0.962010,0.743371,1.000000,106.083260,0.860273,33.579336,30.098579,-41.192768,1
0.003189,0.000422,0.003144,0.000557,0.003140,0.000508,0.004600,0.001010,0.002326,0.000397,0.003168,0.001336,0.113253,0.809172,0.795029,1.644139,0.719675,4.658284,6.399502,2.081506,2.531337,0.446682,0.947863,-0.302760,0.783339,0.007408,0.010587,787.000000,0.774962,0.977640,0.733458,1.000000,106.911690,0.849274,39.952556,25.250344,65.888153,1
0.002791,0.000247,0.002495,0.000234,0.002544,0.000258,0.005694,0.001973,0.002215,0.000686,0.002885,0.001843,0.068408,1.885463,0.692957,1.827709,0.538326,7.048458,5.825846,2.226741,2.861217,0.711056,1.202267,-0.241455,0.741622,0.015295,0.013674,310.000000,0.799455,0.773067,0.637860,1.000000,91.597980,0.454327,29.093927,17.477488,-84.636334,1
0.002791,0.000247,0.002495,0.000234,0.002544,0.000258,0.005694,0.001973,0.002215,0.000686,0.002885,0.001843,0.068408,1.885463,0.692957,1.827709,0.538326,7.048458,5.825846,2.226741,2.861217,0.711056,1.202267,-0.241455,0.741622,0.015295,0.013674,310.000000,0.799455,0.773067,0.637860,1.000000,91.597980,0.454327,29.093927,17.477488,-84.636334,1
0.003329,0.000314,0.002853,0.000358,0.002944,0.000399,0.010806,0.005249,0.002178,0.000609,0.003975,0.004393,0.050172,1.816794,0.722957,3.065148,0.549079,9.816794,9.935901,2.442905,3.267062,0.707068,1.205593,-0.225693,0.757640,0.015027,0.013342,325.000000,0.433532,0.978916,0.773810,1.000000,65.112698,0.934380,21.497390,19.372115,64.499924,1
0.002945,0.000110,0.002648,0.000149,0.002730,0.000195,0.008648,0.004580,0.002586,0.000961,0.004546,0.004097,0.047870,2.734615,0.449821,1.677677,0.503350,9.526923,5.880044,2.266547,3.308023,1.113890,1.390689,-0.106264,0.569248,0.006741,0.002095,334.000000,0.778965,0.895442,0.607273,1.000000,74.769553,0.731083,27.001084,16.931491,57.789497,1
0.003032,0.000215,0.002608,0.000233,0.002704,0.000296,0.009319,0.004638,0.002165,0.000636,0.003890,0.003966,0.047127,2.315508,0.474248,2.372330,0.532536,8.791444,6.362921,2.334313,3.363865,0.981298,1.325169,-0.102422,0.559155,0.010445,0.012593,458.000000,0.748295,0.952183,0.711180,1.000000,81.840620,0.838665,29.877513,19.819723,-64.975071,1
0.003273,0.000220,0.002836,0.000294,0.002903,0.000331,0.008558,0.004010,0.002089,0.000517,0.003199,0.003093,0.077741,2.349206,0.176420,1.091851,0.555728,7.925926,3.274936,1.988521,2.899909,1.091011,1.337547,-0.081058,0.480752,0.016275,0.019304,246.000000,0.749712,0.960938,0.681440,1.000000,58.526912,0.872405,21.913187,14.501374,-43.450163,1
0.014472,0.004393,0.008242,0.006399,0.010030,0.006357,0.005622,0.001872,0.002189,0.000476,0.003414,0.002080,0.068385,1.392366,0.640277,1.608009,0.607939,5.453435,6.082946,2.169316,2.949918,0.608263,1.124564,-0.165298,0.648472,0.175200,0.422497,739.000000,0.652501,0.972368,0.754082,1.000000,102.669050,0.864084,35.550083,26.939425,-11.105630,1
0.011895,0.004229,0.011601,0.004454,0.011585,0.004293,0.004792,0.000819,0.002560,0.000591,0.003482,0.001347,0.089605,1.968563,0.536847,2.446879,0.601354,4.803892,6.088787,2.054616,2.873697,1.007106,1.270367,-0.107941,0.540125,0.289386,0.274819,758.000000,0.557541,0.974293,0.743137,1.000000,101.740120,0.902400,34.261666,28.442294,21.569877,1
0.004117,0.000480,0.002724,0.000361,0.003120,0.000767,0.006549,0.003278,0.002274,0.000548,0.003556,0.002781,0.075725,1.787819,0.354721,1.530842,0.605318,8.907662,3.698743,2.058304,2.957503,0.891096,1.232404,-0.092118,0.507132,0.021669,0.010101,588.000000,0.552032,0.957655,0.758710,1.000000,92.669048,0.842161,30.132532,25.125198,-11.561552,1
0.002952,0.000285,0.003461,0.000353,0.003251,0.000417,0.005105,0.000926,0.002346,0.000454,0.003421,0.001549,0.139813,1.203024,0.549664,1.581376,0.702297,4.194384,3.856383,1.886299,2.437883,0.722353,1.100621,-0.152139,0.586706,0.001615,0.006689,1028.000000,0.564966,0.979048,0.755882,1.000000,118.225400,0.908794,39.882628,32.907712,12.145097,1
0.002791,0.000247,0.002495,0.000234,0.002544,0.000258,0.005694,0.001973,0.002215,0.000686,0.002885,0.001843,0.068408,1.885463,0.692957,1.827709,0.538326,7.048458,5.825846,2.226741,2.861217,0.711056,1.202267,-0.241455,0.741622,0.015295,0.013674,310.000000,0.799455,0.773067,0.637860,1.000000,91.597980,0.454327,29.093927,17.477488,-84.636334,1
0.002828,0.000192,0.002598,0.000156,0.002638,0.000188,0.006248,0.002657,0.002861,0.001628,0.003496,0.002365,0.072854,1.722892,0.449844,1.604619,0.601336,6.590361,4.522959,2.109100,2.898935,0.832180,1.189312,-0.138061,0.593626,0.004218,0.028246,333.000000,0.687851,0.849490,0.587302,1.000000,81.941125,0.608295,25.731625,18.677359,81.772618,1
0.002790,0.000120,0.002627,0.000073,0.002663,0.000111,0.007469,0.003651,0.002123,0.000575,0.003356,0.003002,0.044252,2.275434,0.478590,1.916938,0.530587,8.791563,6.234470,2.299582,3.334685,0.944073,1.305895,-0.105410,0.562190,0.005383,0.003914,492.000000,0.644024,0.858639,0.566820,1.000000,98.325902,0.626686,30.520866,23.348631,35.438555,1
0.003084,0.000224,0.002677,0.000161,0.002777,0.000253,0.006694,0.002851,0.002430,0.001541,0.003525,0.002782,0.048595,1.673597,0.630360,2.294302,0.569267,8.833680,6.808096,2.334557,3.219842,0.681895,1.183620,-0.180060,0.692987,0.003589,0.003437,577.000000,0.669481,0.893189,0.693510,1.000000,99.012193,0.724903,31.850502,23.659496,76.699819,1
0.008701,0.001846,0.009109,0.003004,0.008848,0.002698,0.005080,0.000886,0.002579,0.000525,0.003384,0.001395,0.052060,1.978599,0.573573,1.989765,0.552398,5.966926,7.105910,2.295564,3.228831,0.829449,1.263442,-0.125682,0.599727,0.058440,0.041003,598.000000,0.852865,0.977124,0.647186,1.000000,95.154329,0.812781,38.302587,19.998992,36.287940,1
0.009353,0.002415,0.006926,0.003616,0.007489,0.003459,0.004665,0.000903,0.002226,0.000423,0.002920,0.001296,0.071315,1.897887,0.420754,1.358163,0.583260,5.679577,4.506484,2.071938,2.995152,0.883753,1.272235,-0.081369,0.480497,0.307472,0.193511,646.000000,0.841749,0.969970,0.690171,1.000000,100.083260,0.794482,39.140520,21.130761,26.840855,1
0.004874,0.000879,0.004756,0.001384,0.004751,0.001262,0.004615,0.000879,0.002208,0.000403,0.002899,0.001273,0.039590,2.717352,0.420188,2.069764,0.519738,7.189624,6.583005,2.316307,3.440580,1.180462,1.402332,-0.084700,0.518471,0.066057,0.039430,646.000000,0.389097,0.964179,0.768133,1.000000,95.012193,0.880622,30.231739,27.849380,13.680529,1
0.011625,0.004560,0.013603,0.007308,0.012807,0.006679,0.004027,0.000504,0.002234,0.000449,0.002810,0.000988,0.059412,3.007610,0.324947,2.257144,0.515818,5.171994,5.877572,2.145183,3.164202,1.372949,1.426951,-0.078026,0.477986,0.958898,0.052038,780.000000,0.806021,0.970149,0.704607,1.000000,107.982760,0.825256,41.106998,24.330723,70.272958,1
0.002972,0.000185,0.002903,0.000361,0.002911,0.000343,0.008873,0.005103,0.002616,0.001482,0.003681,0.003529,0.053617,2.412088,0.519243,2.364117,0.557986,8.049451,7.266785,2.306404,3.211770,1.143370,1.353985,-0.218644,0.738893,0.007528,0.006542,239.000000,0.542640,0.959839,0.662050,1.000000,59.112698,0.831142,19.592298,16.456850,52.955359,1
0.006397,0.001179,0.006676,0.002198,0.006548,0.001969,0.005061,0.001094,0.002432,0.000453,0.003254,0.001461,0.060272,2.216270,0.298613,1.859029,0.554093,5.843254,4.017097,2.078802,3.057950,1.003649,1.315908,-0.057435,0.415112,0.140803,0.052295,582.000000,0.543666,0.983108,0.799451,1.000000,88.183766,0.919520,29.806928,25.016997,-39.843390,1
